instrument,timestamp,open,high,low,close,volume,sma_close_3,row_role,forward_return_1d
BTC-USD,2025-03-09T00:00:00Z,86206.64,86480.0,80000.0,80699.17,7565.44749561,84554.28,EVALUATION,-0.026697424521218593
BTC-USD,2025-03-10T00:00:00Z,80708.21,84033.66,77389.0,78544.71,21375.10120997,81816.85666666667,EVALUATION,0.05563455514699833
BTC-USD,2025-03-11T00:00:00Z,78548.18,83600.0,76555.0,82914.51,17096.37980265,80719.46333333333,EVALUATION,0.008984193478318803
BTC-USD,2025-03-12T00:00:00Z,82911.81,84442.69,80572.21,83659.43,12617.220582,81706.21666666667,EVALUATION,-0.030911040154110503
BTC-USD,2025-03-13T00:00:00Z,83659.45,84310.8,79890.0,81073.43,10506.80043483,82549.12333333332,EVALUATION,0.03585712359770654
BTC-USD,2025-03-14T00:00:00Z,81071.5,85318.61,80771.17,83980.49,10857.45703924,82904.45,EVALUATION,0.004417335502567399
BTC-USD,2025-03-15T00:00:00Z,83989.86,84690.43,83612.24,84351.46,2331.92028578,83135.12666666668,EVALUATION,-0.02120757601587453
BTC-USD,2025-03-16T00:00:00Z,84351.45,85092.35,81969.44,82562.57,4059.89765099,83631.50666666668,EVALUATION,0.01754826672667753
BTC-USD,2025-03-17T00:00:00Z,82562.5,84758.46,82416.98,84011.4,7785.97733364,83641.81,EVALUATION,-0.0156245461925405
BTC-USD,2025-03-18T00:00:00Z,84011.39,84029.67,81125.0,82698.76,7316.63296603,83090.91,EVALUATION,0.050535219633281114
BTC-USD,2025-03-19T00:00:00Z,82699.53,87045.45,82535.53,86877.96,13056.03519886,84529.37333333334,EVALUATION,-0.031015231020617984
BTC-USD,2025-03-20T00:00:00Z,86877.97,87492.87,83596.75,84183.42,9880.31696275,84586.71333333333,EVALUATION,-0.0014428019199028697
BTC-USD,2025-03-21T00:00:00Z,84183.41,84809.72,83100.0,84061.96,6257.63558757,85041.11333333334,EVALUATION,-0.002497324592479311
BTC-USD,2025-03-22T00:00:00Z,84061.96,84517.75,83659.69,83852.03,2108.51345069,84032.47,EVALUATION,0.02672457661430494
BTC-USD,2025-03-23T00:00:00Z,83852.06,86128.99,83804.67,86092.94,3467.46945277,84668.97666666667,EVALUATION,0.016617855076153765
BTC-USD,2025-03-24T00:00:00Z,86092.95,88804.64,85533.06,87523.62,13107.50391644,85822.86333333333,EVALUATION,-0.001093876144519501
BTC-USD,2025-03-25T00:00:00Z,87518.09,88584.34,86321.97,87427.88,10153.98312373,87014.81333333332,EVALUATION,-0.00574038853509895
BTC-USD,2025-03-26T00:00:00Z,87432.82,88304.1,85850.0,86926.01,6885.71986041,87292.50333333333,EVALUATION,0.0033530815460183216
BTC-USD,2025-03-27T00:00:00Z,86926.01,87790.12,85784.0,87217.48,6904.09386105,87190.45666666667,EVALUATION,-0.03251274859122266
BTC-USD,2025-03-28T00:00:00Z,87214.07,87498.15,83533.4,84381.8,10031.80008987,86175.09666666666,EVALUATION,-0.020916477249833476
BTC-USD,2025-03-29T00:00:00Z,84381.81,84584.13,81608.99,82616.83,3194.24303663,84738.70333333334,EVALUATION,-0.002866849284824946
BTC-USD,2025-03-30T00:00:00Z,82624.06,83508.98,81538.88,82379.98,2472.72302228,83126.20333333334,EVALUATION,0.0018735134434362255
BTC-USD,2025-03-31T00:00:00Z,82379.98,83920.8,81265.16,82534.32,6887.94694226,82510.37666666666,EVALUATION,0.031938834656903836
BTC-USD,2025-04-01T00:00:00Z,82534.31,85566.53,82403.32,85170.37,9130.97692565,83361.55666666667,EVALUATION,-0.031469747049355234
BTC-USD,2025-04-02T00:00:00Z,85166.92,88530.0,82283.01,82490.08,16748.28262337,83398.25666666667,EVALUATION,0.008294936797248909
BTC-USD,2025-04-03T00:00:00Z,82490.1,83953.45,81177.7,83174.33,11800.91106566,83611.59333333334,EVALUATION,0.008245693112286068
BTC-USD,2025-04-04T00:00:00Z,83178.68,84720.67,81643.54,83860.16,14593.03092888,83174.85666666667,EVALUATION,-0.004315636888839736
BTC-USD,2025-04-05T00:00:00Z,83859.78,84238.35,82346.61,83498.25,2836.42920662,83510.91333333333,EVALUATION,-0.061408472632659916
BTC-USD,2025-04-06T00:00:00Z,83505.88,83773.58,77058.99,78370.75,11014.8594773,81909.72,EVALUATION,0.0098156518854291
BTC-USD,2025-04-07T00:00:00Z,78370.15,81223.67,74420.69,79140.01,26706.52930797,80336.33666666667,EVALUATION,-0.036496962787848974
BTC-USD,2025-04-08T00:00:00Z,79140.02,80849.98,76167.35,76251.64,14917.02351692,77920.79999999999,EVALUATION,0.08318653867641412
BTC-USD,2025-04-09T00:00:00Z,76258.8,83583.35,74553.01,82594.75,23584.94464084,79328.79999999999,EVALUATION,-0.03683539208000508
BTC-USD,2025-04-10T00:00:00Z,82593.15,82730.93,78387.24,79552.34,11876.12778689,79466.24333333333,EVALUATION,0.048120897512254235
BTC-USD,2025-04-11T00:00:00Z,79552.34,84299.0,78919.94,83380.47,9964.68703141,81842.52,EVALUATION,0.022673654873857085
BTC-USD,2025-04-12T00:00:00Z,83379.64,85909.97,82765.26,85271.01,3972.49282052,82734.60666666666,EVALUATION,-0.018035906927805656
BTC-USD,2025-04-13T00:00:00Z,85271.02,86092.99,83010.0,83733.07,3904.15929557,84128.18333333333,EVALUATION,0.010238368185950808
BTC-USD,2025-04-14T00:00:00Z,83733.07,85818.06,83655.27,84590.36,7247.02343319,84531.48,EVALUATION,-0.011355667477949027
BTC-USD,2025-04-15T00:00:00Z,84590.36,86491.4,83592.77,83629.78,6461.77024421,83984.40333333334,EVALUATION,0.0047703102889904425
BTC-USD,2025-04-16T00:00:00Z,83622.52,85526.4,83088.02,84028.72,8246.73748903,84082.95333333334,EVALUATION,0.011106321743327818
BTC-USD,2025-04-17T00:00:00Z,84028.71,85494.94,83711.69,84961.97,5865.70077325,84206.82333333333,EVALUATION,-0.0058320210795488325
BTC-USD,2025-04-18T00:00:00Z,84961.97,85150.94,84287.06,84466.47,1884.07668707,84485.72,EVALUATION,0.007204278810278186
BTC-USD,2025-04-19T00:00:00Z,84466.47,85625.0,84353.45,85074.99,1683.30746873,84834.47666666667,EVALUATION,0.0012030562683580381
BTC-USD,2025-04-20T00:00:00Z,85074.59,85319.21,83972.82,85177.34,1812.14325365,84906.26666666666,EVALUATION,0.027527626479061373
BTC-USD,2025-04-21T00:00:00Z,85177.33,88575.62,85135.98,87522.07,12603.75828155,85924.8,EVALUATION,0.0681774322750821
BTC-USD,2025-04-22T00:00:00Z,87513.53,93952.62,87077.17,93489.1,19460.09432868,88729.50333333334,EVALUATION,0.002693576042554602
BTC-USD,2025-04-23T00:00:00Z,93486.57,94686.0,91902.19,93740.92,12538.32136507,91584.03,EVALUATION,0.0029980503711719564
BTC-USD,2025-04-24T00:00:00Z,93740.93,94061.02,91685.18,94021.96,9320.8086182,93750.66,EVALUATION,0.007304995556357108
BTC-USD,2025-04-25T00:00:00Z,94021.97,95976.34,92880.01,94708.79,14148.6339475,94157.22333333333,EVALUATION,-0.0004450484479845418
BTC-USD,2025-04-26T00:00:00Z,94707.79,95273.52,93903.01,94666.64,2253.98942317,94465.79666666666,EVALUATION,-0.009359897002787831
BTC-USD,2025-04-27T00:00:00Z,94666.64,95351.11,93654.77,93780.57,2304.93789541,94385.33333333333,EVALUATION,0.013456945292612321
BTC-USD,2025-04-28T00:00:00Z,93780.56,95652.66,92829.44,95042.57,7348.4883725,94496.59333333334,EVALUATION,-0.00811720474309574
BTC-USD,2025-04-29T00:00:00Z,95042.56,95499.0,93761.26,94271.09,5979.94472886,94364.74333333335,EVALUATION,-0.0009393123597064568
BTC-USD,2025-04-30T00:00:00Z,94271.08,95263.74,92911.88,94182.54,6511.31778605,94498.73333333334,EVALUATION,0.024871276565698874
BTC-USD,2025-05-01T00:00:00Z,94182.55,97546.99,94136.79,96524.98,8334.02681063,94992.87,EVALUATION,0.004194043863049668
BTC-USD,2025-05-02T00:00:00Z,96524.98,97948.56,96369.69,96929.81,5709.61012071,95879.10999999999,EVALUATION,-0.011023234235164603
BTC-USD,2025-05-03T00:00:00Z,96929.81,96974.78,95765.13,95861.33,2077.55675998,96438.70666666667,EVALUATION,-0.016573732077366343
BTC-USD,2025-05-04T00:00:00Z,95865.47,96312.51,94151.67,94272.55,2834.39686495,95687.89666666667,EVALUATION,0.004894744016153085
BTC-USD,2025-05-05T00:00:00Z,94272.54,95218.82,93500.01,94733.99,5181.01206583,94955.95666666667,EVALUATION,0.022222013450504896
BTC-USD,2025-05-06T00:00:00Z,94733.99,96916.25,93363.28,96839.17,6164.34738969,95281.90333333334,EVALUATION,0.002263030548485867
BTC-USD,2025-05-07T00:00:00Z,96843.84,97738.05,95800.0,97058.32,8328.69875473,96210.49333333333,EVALUATION,0.06382935538138312
BTC-USD,2025-05-08T00:00:00Z,97058.33,104176.05,96888.25,103253.49,15379.43544074,99050.32666666666,EVALUATION,-0.0025813171060852236
BTC-USD,2025-05-09T00:00:00Z,103252.2,104352.6,102330.76,102986.96,7318.60440182,101099.59000000001,EVALUATION,0.017810313072645245
BTC-USD,2025-05-10T00:00:00Z,102986.94,104997.0,102831.41,104821.19,3104.17143581,103687.21333333335,EVALUATION,-0.006521295932625848
BTC-USD,2025-05-11T00:00:00Z,104817.83,104980.89,103360.22,104137.62,3055.22813204,103981.92333333334,EVALUATION,-0.012842717165996165
BTC-USD,2025-05-12T00:00:00Z,104137.58,105787.37,100703.71,102800.21,11005.40673978,103919.67333333334,EVALUATION,0.012945985227072798
BTC-USD,2025-05-13T00:00:00Z,102800.22,105038.53,101447.78,104131.06,8727.89105836,103689.63,EVALUATION,-0.005624450572192297
BTC-USD,2025-05-14T00:00:00Z,104131.2,104373.0,102603.27,103545.38,7628.70177301,103492.21666666667,EVALUATION,0.002327964801519755
BTC-USD,2025-05-15T00:00:00Z,103540.91,104200.0,101400.01,103786.43,7563.00946962,103820.95666666667,EVALUATION,-0.002759512972938749
BTC-USD,2025-05-16T00:00:00Z,103786.4,104616.71,103125.51,103500.03,6881.65708111,103610.61333333334,EVALUATION,-0.0032749748961424796
BTC-USD,2025-05-17T00:00:00Z,103500.03,103741.98,102612.0,103161.07,1848.95251021,103482.51000000001,EVALUATION,0.03210891472917066
BTC-USD,2025-05-18T00:00:00Z,103162.53,106692.97,103130.95,106473.46,4130.60889099,104378.18666666668,EVALUATION,-0.008051583934625683
BTC-USD,2025-05-19T00:00:00Z,106488.77,107137.68,102105.0,105616.18,10104.32339011,105083.57,EVALUATION,0.011996836090834018
BTC-USD,2025-05-20T00:00:00Z,105616.21,107355.0,104209.18,106883.24,8804.38724819,106324.29333333333,EVALUATION,0.026349313512576744
BTC-USD,2025-05-21T00:00:00Z,106883.24,110788.98,106128.14,109699.54,18333.91491262,107399.65333333332,EVALUATION,0.018441189452572004
BTC-USD,2025-05-22T00:00:00Z,109697.19,112000.0,109217.23,111722.53,11250.38756124,109435.10333333333,EVALUATION,-0.039319911570208754
BTC-USD,2025-05-23T00:00:00Z,111722.54,111824.07,106800.01,107329.61,9638.23489571,109583.89333333333,EVALUATION,0.004326858170825343
BTC-USD,2025-05-24T00:00:00Z,107332.08,109517.79,106895.77,107794.01,2611.3560546,108948.71666666666,EVALUATION,0.01163951503427696
BTC-USD,2025-05-25T00:00:00Z,107794.01,109371.04,106632.35,109048.68,2996.9984274,108057.43333333332,EVALUATION,0.0038115087683776583
BTC-USD,2025-05-26T00:00:00Z,109048.41,110474.41,108706.04,109464.32,4641.38117417,108769.00333333333,EVALUATION,-0.004438523895274771
BTC-USD,2025-05-27T00:00:00Z,109464.33,110829.42,107536.41,108978.46,8827.06917845,109163.82,EVALUATION,-0.01063668912186877
BTC-USD,2025-05-28T00:00:00Z,108978.45,109344.89,106790.16,107819.29,6474.20131287,108754.02333333333,EVALUATION,-0.020837736920730876
BTC-USD,2025-05-29T00:00:00Z,107819.26,108943.35,105315.0,105572.58,9305.58410478,107456.77666666667,EVALUATION,-0.014580679945493502
BTC-USD,2025-05-30T00:00:00Z,105572.58,106377.66,103634.48,104033.26,7866.16241154,105808.37666666666,EVALUATION,0.005888597550437247
BTC-USD,2025-05-31T00:00:00Z,104033.0,104965.5,103110.01,104645.87,2403.60824408,104750.57,EVALUATION,0.01005362180084135
BTC-USD,2025-06-01T00:00:00Z,104645.87,105937.46,103800.81,105697.94,2369.92891564,104792.35666666666,EVALUATION,0.001958410920780418
BTC-USD,2025-06-02T00:00:00Z,105697.93,106000.0,103685.23,105904.94,5818.90812007,105416.25,EVALUATION,-0.004316323676685885
BTC-USD,2025-06-03T00:00:00Z,105909.79,106901.68,104910.01,105447.82,6486.4597778,105683.56666666668,EVALUATION,-0.006585626900584618
BTC-USD,2025-06-04T00:00:00Z,105443.95,106058.47,104202.0,104753.38,4505.03599201,105368.71333333335,EVALUATION,-0.030387372703391646
BTC-USD,2025-06-05T00:00:00Z,104753.37,105999.68,100345.73,101570.2,10627.57339852,103923.8,EVALUATION,0.027840744627853464
BTC-USD,2025-06-06T00:00:00Z,101570.2,105439.01,101132.91,104397.99,9677.25748525,103573.85666666666,EVALUATION,0.011695914835141874
BTC-USD,2025-06-07T00:00:00Z,104398.0,106000.0,103969.7,105619.02,4141.10124271,103862.40333333334,EVALUATION,0.0015658164599519075
BTC-USD,2025-06-08T00:00:00Z,105619.02,106548.9,105028.3,105784.4,1998.61011035,105267.13666666667,EVALUATION,0.042697694556097066
BTC-USD,2025-06-09T00:00:00Z,105784.41,110651.12,105368.27,110301.15,6581.24781856,107234.85666666666,EVALUATION,-8.25014063754459e-06
BTC-USD,2025-06-10T00:00:00Z,110299.69,110420.08,108362.14,110300.24,5433.6716937,108795.26333333334,EVALUATION,-0.01478573392043403
BTC-USD,2025-06-11T00:00:00Z,110300.25,110435.05,108091.74,108669.37,4603.3324446,109756.91999999998,EVALUATION,-0.027131104192469224
BTC-USD,2025-06-12T00:00:00Z,108673.77,108853.74,105706.78,105721.05,5734.67136139,108230.22,EVALUATION,0.0037613133808260812
BTC-USD,2025-06-13T00:00:00Z,105716.45,106233.0,102746.01,106118.7,7441.52465913,106836.37333333332,EVALUATION,-0.006156125169268001
BTC-USD,2025-06-14T00:00:00Z,106114.53,106264.36,104351.72,105465.42,2256.48702523,105768.39,EVALUATION,0.0012689467315447622
BTC-USD,2025-06-15T00:00:00Z,105465.42,106184.13,104505.05,105599.25,1722.80945227,105727.79000000001,EVALUATION,0.011876315409437233
BTC-USD,2025-06-16T00:00:00Z,105600.21,109000.0,104982.26,106853.38,5952.98369341,105972.68333333333,EVALUATION,-0.02117799174906776
BTC-USD,2025-06-17T00:00:00Z,106853.38,107792.9,103363.3,104590.44,7688.94642443,105681.02333333335,EVALUATION,0.0031088883458183503
BTC-USD,2025-06-18T00:00:00Z,104590.44,105603.63,103512.38,104915.6,4918.14382744,105453.14000000001,EVALUATION,-0.002322819485376937
BTC-USD,2025-06-19T00:00:00Z,104915.6,105266.61,103916.37,104671.9,2279.05842007,104725.98000000001,EVALUATION,-0.01293661431578097
BTC-USD,2025-06-20T00:00:00Z,104671.4,106553.86,102357.25,103317.8,5047.63626176,104301.76666666666,EVALUATION,-0.011205910307807598
BTC-USD,2025-06-21T00:00:00Z,103317.79,104013.64,100919.19,102160.03,3287.51327489,103383.24333333333,EVALUATION,-0.011385666194498989
BTC-USD,2025-06-22T00:00:00Z,102160.36,103417.0,98225.01,100996.87,7872.25874446,102158.23333333334,EVALUATION,0.043788683748318125
BTC-USD,2025-06-23T00:00:00Z,100996.87,106135.47,99677.07,105419.39,8910.86676597,102858.76333333334,EVALUATION,0.006845135415790127
BTC-USD,2025-06-24T00:00:00Z,105418.4,106366.29,104681.83,106141.0,5773.20907668,104185.75333333333,EVALUATION,0.01186365306526227
BTC-USD,2025-06-25T00:00:00Z,106141.01,108206.0,105875.0,107400.22,7072.65636297,106320.20333333334,EVALUATION,-0.0034504584813699335
BTC-USD,2025-06-26T00:00:00Z,107400.22,108345.0,106605.88,107029.64,4900.22231656,106856.95333333334,EVALUATION,0.0007824000902927342
BTC-USD,2025-06-27T00:00:00Z,107029.63,107804.2,106413.79,107113.38,6310.43715745,107181.08,EVALUATION,0.002229600074239002
BTC-USD,2025-06-28T00:00:00Z,107119.17,107599.81,106868.94,107352.2,1227.76803255,107165.07333333333,EVALUATION,0.009634082953120737
BTC-USD,2025-06-29T00:00:00Z,107352.2,108550.0,107230.0,108386.44,2154.86170312,107617.34,EVALUATION,-0.011193558899065148
BTC-USD,2025-06-30T00:00:00Z,108386.44,108800.0,106724.76,107173.21,4839.04838063,107637.28333333333,EVALUATION,-0.01363615030286025
BTC-USD,2025-07-01T00:00:00Z,107173.21,107579.3,105262.0,105711.78,5152.72760186,107090.47666666667,EVALUATION,0.030049063595372294
BTC-USD,2025-07-02T00:00:00Z,105711.77,109823.08,105119.7,108888.32,7995.79258367,107257.77,EVALUATION,0.006800637570677948
BTC-USD,2025-07-03T00:00:00Z,108887.03,110590.0,108574.31,109628.83,6434.57921608,108076.31,EVALUATION,-0.014596799035436203
BTC-USD,2025-07-04T00:00:00Z,109628.83,109812.94,107268.84,108028.6,3129.21859997,108848.58333333334,EVALUATION,0.00201844696682163
BTC-USD,2025-07-05T00:00:00Z,108028.6,108454.19,107783.1,108246.65,1513.15428554,108634.69333333333,EVALUATION,0.00897330309991129
BTC-USD,2025-07-06T00:00:00Z,108246.66,109736.64,107837.7,109217.98,1651.18120197,108497.74333333333,EVALUATION,-0.008681171360246709
BTC-USD,2025-07-07T00:00:00Z,109217.98,109741.64,107507.0,108269.84,4455.08353019,108578.15666666666,EVALUATION,0.006356340787055714
